"price","number_of_reviews","host_total_listings_count","bedrooms","minimum_nights","accommodates","price_level"
28,39,1,1,1,4,"Low"
428,3,2,1,1,4,"High"
412,9,23,1,1,2,"High"
19,15,3,1,2,4,"Low"
293,7,6,4,2,13,"Medium"
420,7,1,2,2,5,"High"
166,5,3,2,5,4,"Medium"
420,29,1,2,1,4,"High"
58,7,303,3,2,5,"Low"
430,10,2,1,2,3,"High"
62,2,2,3,30,6,"Low"
422,28,5,1,3,4,"High"
416,11,9,6,1,16,"High"
211,16,1,4,2,8,"Medium"
382,7,9,6,1,13,"High"
231,1,4,3,30,6,"Medium"
401,10,1,1,2,1,"High"
387,7,1,1,2,2,"High"
26,27,1,1,2,3,"Low"
38,1,4,1,1,2,"Low"
41,14,3,2,3,4,"Low"
43,15,1,2,1,4,"Low"
112,5,1,2,30,4,"Medium"
132,12,3,2,3,6,"Medium"
417,12,1,1,1,4,"High"
78,1,3,2,3,4,"Medium"
15,99,1,2,1,5,"Low"
59,19,2,1,2,2,"Low"
420,13,1,1,2,4,"High"
385,7,2,1,2,2,"High"
398,14,2,1,2,2,"High"
88,1,2,2,2,5,"Medium"
69,2,1,2,3,4,"Medium"
28,28,2,1,3,4,"Low"
102,19,4,3,2,9,"Medium"
353,4,3,1,1,2,"High"
70,9,1,1,2,2,"Medium"
28,15,8,1,1,2,"Low"
402,2,5,1,1,1,"High"
408,19,1,1,2,4,"High"
46,26,4,1,1,4,"Low"
159,16,2,2,2,4,"Medium"
422,16,2,1,1,4,"High"
38,18,2,1,2,4,"Low"
413,10,2,1,2,2,"High"
428,2,5,1,1,2,"High"
282,21,1,4,2,7,"Medium"
78,40,5,1,1,3,"Medium"
55,28,10,1,2,3,"Low"
63,3,1,2,5,6,"Low"
18,2,2,3,30,4,"Low"
139,11,1,2,2,6,"Medium"
173,7,722,3,2,7,"Medium"
47,8,2,2,3,4,"Low"
122,5,1,2,2,4,"Medium"
46,4,3,2,3,5,"Low"
77,18,6,2,2,4,"Medium"
95,19,220,2,2,5,"Medium"
32,1,3,2,30,4,"Low"
349,4,16,6,1,12,"High"
38,31,1,1,2,5,"Low"
60,12,7,2,2,4,"Low"
433,25,4,2,3,4,"High"
13,5,1,2,2,4,"Low"
341,11,4,6,3,16,"High"
395,9,1,1,2,4,"High"
32,10,1,2,2,4,"Low"
116,12,2,2,2,4,"Medium"
425,7,4,1,1,4,"High"
428,2,5,1,1,1,"High"
29,21,1,2,1,5,"Low"
18,8,14,1,21,2,"Low"
128,26,2,3,2,8,"Medium"
265,2,3,4,2,9,"Medium"
63,39,9,2,1,4,"Low"
48,29,1,2,1,5,"Low"
322,1,16,6,1,12,"Medium"
397,1,16,8,1,16,"High"
52,12,9,1,1,3,"Low"
404,26,9,1,1,4,"High"
377,3,3,1,2,2,"High"
149,8,3,2,3,4,"Medium"
41,48,9,1,1,2,"Low"
39,20,4,1,2,4,"Low"
420,17,1,1,1,3,"High"
59,21,3,1,28,3,"Low"
29,9,1,1,2,4,"Low"
420,19,1,1,2,4,"High"
433,3,2,1,30,2,"High"
38,11,2,1,3,2,"Low"
136,10,220,2,2,5,"Medium"
117,4,722,2,2,4,"Medium"
300,13,7,4,2,8,"Medium"
422,4,1,2,1,4,"High"
423,3,10,1,30,2,"High"
83,12,11,2,2,5,"Medium"
38,1,1459,2,30,4,"Low"
409,2,2,2,30,4,"High"
40,9,1,1,1,3,"Low"
292,2,8,1,30,1,"Medium"
422,22,6,1,1,3,"High"
104,1,2,3,30,6,"Medium"
406,9,1,1,3,3,"High"
88,23,7,2,1,5,"Medium"
58,9,3,2,2,4,"Low"
329,1,3,1,1,2,"Medium"
420,34,7,1,1,2,"High"
429,27,7,1,1,2,"High"
392,7,3,1,1,2,"High"
413,29,2,1,2,2,"High"
384,3,16,1,30,2,"High"
13,2,3,1,30,3,"Low"
425,28,1,1,1,4,"High"
121,16,4,2,2,4,"Medium"
189,12,3,4,2,13,"Medium"
34,2,1,1,1,4,"Low"
24,6,14,1,7,2,"Low"
175,32,3,2,2,7,"Medium"
404,1,14,1,31,2,"High"
16,31,4,1,1,2,"Low"
413,7,3,1,3,4,"High"
15,17,1,1,1,2,"Low"
312,1,1,1,30,1,"Medium"
37,32,1,1,1,4,"Low"
19,10,1,2,2,4,"Low"
289,2,220,3,30,6,"Medium"
417,7,1,1,2,3,"High"
433,3,3,2,5,7,"High"
401,14,2,1,2,2,"High"
87,11,49,2,1,4,"Medium"
251,21,4,5,2,10,"Medium"
287,1,7,1,30,1,"Medium"
373,3,7,1,30,2,"High"
42,8,1,2,1,5,"Low"
317,21,11,1,1,2,"Medium"
353,22,11,1,1,2,"High"
14,8,8,1,4,3,"Low"
48,3,13,2,30,4,"Low"
13,8,1,2,1,5,"Low"
390,3,1,2,30,4,"High"
152,8,220,3,3,5,"Medium"
155,9,220,2,3,5,"Medium"
33,3,14,1,21,2,"Low"
228,4,1,5,3,10,"Medium"
52,10,1459,2,2,4,"Low"
28,1,1,1,30,2,"Low"
39,21,5,2,1,4,"Low"
329,17,2,1,1,2,"Medium"
433,16,8,1,2,2,"High"
431,7,2,1,3,4,"High"
381,13,2,1,1,2,"High"
18,2,1,1,1,2,"Low"
429,12,1,1,1,4,"High"
109,15,9,3,1,6,"Medium"
370,3,9,6,1,12,"High"
18,1,15,1,30,4,"Low"
44,14,3,1,28,2,"Low"
135,1,1,2,2,5,"Medium"
410,1,1,1,30,2,"High"
88,3,4,2,2,5,"Medium"
24,16,1,1,1,2,"Low"
403,16,1,1,1,3,"High"
421,32,7,1,1,4,"High"
64,3,49,2,1,5,"Medium"
390,7,2,1,2,2,"High"
428,2,7,2,31,4,"High"
312,2,7,1,30,1,"Medium"
366,36,7,1,1,2,"High"
55,17,1,2,1,4,"Low"
93,4,3,1,1,2,"Medium"
40,23,7,1,1,4,"Low"
428,18,2,1,1,3,"High"
178,4,2,1,2,2,"Medium"
44,8,220,1,3,2,"Low"
57,12,1,1,1,4,"Low"
199,1,8,5,30,9,"Medium"
33,14,1,1,3,4,"Low"
71,6,1,1,3,4,"Medium"
63,2,722,1,2,2,"Low"
33,11,1,1,2,2,"Low"
116,1,1,2,2,4,"Medium"
20,14,1,1,1,4,"Low"
35,23,1,1,1,2,"Low"
95,2,1,1,1,2,"Medium"
16,8,2,1,2,3,"Low"
421,15,1,1,2,2,"High"
141,14,1,3,3,8,"Medium"
38,7,1,1,2,2,"Low"
216,21,2,4,1,13,"Medium"
63,2,722,1,2,2,"Low"
45,8,6,2,2,5,"Low"
385,14,1,1,1,2,"High"
77,19,1,2,1,4,"Medium"
366,16,3,1,1,2,"High"
165,12,18,2,2,4,"Medium"
208,5,2,2,1,5,"Medium"
226,13,4,2,2,8,"Medium"
92,5,4,2,2,5,"Medium"
356,6,4,4,2,12,"High"
42,6,9,1,1,2,"Low"
76,2,140,1,30,2,"Medium"
9,1,1,8,1,16,"Low"
154,1,4,2,30,4,"Medium"
71,16,3,1,2,2,"Medium"
48,14,3,1,1,2,"Low"
317,31,1,1,1,2,"Medium"
70,1,6,1,30,2,"Medium"
415,16,3,1,1,2,"High"
31,1,1896,1,30,2,"Low"
55,5,4,1,2,4,"Low"
55,1,1896,2,30,4,"Low"
18,11,2,1,4,4,"Low"
366,3,1,1,2,2,"High"
43,2,1,1,1,2,"Low"
430,8,1,1,1,2,"High"
401,2,1,1,2,3,"High"
433,20,6,1,1,2,"High"
28,1,3,2,30,4,"Low"
133,8,2,2,2,4,"Medium"
98,2,1,2,2,4,"Medium"
88,1,6,2,14,5,"Medium"
53,22,119,2,1,4,"Low"
61,2,2,1,2,2,"Low"
30,10,1,3,1,10,"Low"
51,14,49,2,1,5,"Low"
17,1,3,1,30,2,"Low"
120,5,1,4,2,6,"Medium"
32,8,13,1,1,2,"Low"
18,16,1,1,1,4,"Low"
417,3,2,1,28,2,"High"
421,6,2,1,1,4,"High"
395,10,2,1,1,3,"High"
420,5,4,1,30,2,"High"
431,11,1,1,1,4,"High"
77,2,1141,1,1,2,"Medium"
105,1,1141,1,1,2,"Medium"
59,2,2,2,30,6,"Low"
30,6,1,1,1,4,"Low"
425,7,1,1,1,4,"High"
413,6,2,1,2,4,"High"
68,6,4,2,3,5,"Medium"
24,17,23,1,1,4,"Low"
78,7,5,1,1,4,"Medium"
237,13,4,4,1,10,"Medium"
24,7,2,2,1,6,"Low"
361,21,2,1,1,2,"High"
107,5,3,2,2,4,"Medium"
172,5,12,2,2,6,"Medium"
21,3,1,1,1,2,"Low"
13,1,11,1,30,3,"Low"
28,3,1,2,2,5,"Low"
412,9,3,1,2,2,"High"
433,8,4,1,1,3,"High"
409,2,2,1,1,3,"High"
18,1,1,1,28,3,"Low"
394,9,1,1,1,2,"High"
116,1,6,1,2,2,"Medium"
305,2,1,1,3,2,"Medium"
341,5,1,2,4,5,"High"
48,2,1,2,4,4,"Low"
312,4,3,1,1,2,"Medium"
409,1,2,2,30,4,"High"
414,1,1896,1,30,2,"High"
313,7,1,5,3,11,"Medium"
422,12,1,1,1,5,"High"
52,10,1,2,2,5,"Low"
392,1,8,1,4,2,"High"
26,11,2,1,1,2,"Low"
63,6,1459,2,3,6,"Low"
417,8,1,1,5,3,"High"
311,3,6,4,2,8,"Medium"
297,1,1,1,30,1,"Medium"
63,14,1,2,1,7,"Low"
49,11,1,1,1,2,"Low"
13,6,5,1,2,2,"Low"
417,2,1,1,2,2,"High"
44,7,1,1,1,4,"Low"
43,10,3,2,2,4,"Low"
18,6,1,1,1,4,"Low"
116,4,1,2,1,4,"Medium"
22,1,1,1,1,4,"Low"
38,8,1,2,1,5,"Low"
37,19,1,2,1,4,"Low"
357,27,4,1,1,2,"High"
338,2,4,1,7,1,"High"
126,1,3,1,1,2,"Medium"
47,5,5,1,3,2,"Low"
41,8,1,1,1,4,"Low"
433,18,5,1,1,2,"High"
54,7,1,2,2,5,"Low"
182,8,2,2,1,10,"Medium"
28,3,2,1,90,4,"Low"
46,3,722,2,2,5,"Low"
333,9,3,1,1,2,"Medium"
131,8,49,2,2,4,"Medium"
317,5,3,1,1,2,"Medium"
406,6,1,1,2,3,"High"
72,9,2,2,2,5,"Medium"
401,4,11,1,2,4,"High"
204,2,2,4,4,6,"Medium"
22,12,1,1,1,2,"Low"
38,3,1,2,1,4,"Low"
383,1,1,1,1,2,"High"
48,2,1,1,3,2,"Low"
35,4,1,2,3,6,"Low"
29,6,6,1,3,3,"Low"
38,2,1,2,2,4,"Low"
361,6,20,1,1,2,"High"
65,8,1,2,2,4,"Medium"
392,3,3,2,2,2,"High"
54,7,9,2,2,4,"Low"
21,8,1,1,2,3,"Low"
31,3,3,1,1,5,"Low"
102,3,1,2,1,5,"Medium"
13,4,1,2,2,5,"Low"
421,2,1,1,1,4,"High"
38,4,3,2,2,4,"Low"
85,7,7,3,1,6,"Medium"
433,1,2,1,7,2,"High"
429,9,1,1,1,3,"High"
351,6,3,1,3,1,"High"
364,12,3,1,1,2,"High"
366,13,1,1,1,2,"High"
81,3,11,1,1,2,"Medium"
387,5,8,1,1,2,"High"
387,2,1,1,2,1,"High"
402,1,6,1,1,2,"High"
36,2,722,1,1,4,"Low"
93,7,11,2,2,4,"Medium"
49,11,2,1,1,4,"Low"
126,3,3,5,1,10,"Medium"
429,9,1,1,1,4,"High"
423,3,1,1,1,2,"High"
353,4,3,1,1,2,"High"
75,6,11,2,1,5,"Medium"
91,7,95,1,1,3,"Medium"
366,4,2,1,2,2,"High"
69,10,1,2,1,4,"Medium"
171,1,722,3,2,6,"Medium"
33,5,3,2,1,4,"Low"
149,3,722,2,2,6,"Medium"
378,1,1,1,1,3,"High"
431,11,3,1,1,2,"High"
83,3,220,2,2,4,"Medium"
28,4,1,1,2,4,"Low"
282,2,2,5,1,10,"Medium"
208,7,1,4,2,10,"Medium"
13,3,1,1,2,3,"Low"
120,2,5,3,2,6,"Medium"
58,4,4,3,2,9,"Low"
83,2,1,3,3,6,"Medium"
53,6,2,2,2,5,"Low"
333,2,1,1,1,1,"Medium"
14,2,1,2,1,5,"Low"
415,6,3,2,1,4,"High"
30,2,2,2,1,5,"Low"
41,3,8,1,1,2,"Low"
24,3,1,2,30,5,"Low"
110,1,12,1,2,3,"Medium"
122,5,3,2,1,6,"Medium"
333,1,3,1,1,1,"Medium"
39,5,3,1,1,2,"Low"
421,6,1,1,2,2,"High"
127,6,3,3,1,8,"Medium"
58,1,4,2,2,5,"Low"
58,2,2,2,1,4,"Low"
385,1,1,1,2,2,"High"
163,3,3,3,2,6,"Medium"
32,4,11,1,1,4,"Low"
93,4,1,2,1,4,"Medium"
132,2,1,3,1,8,"Medium"
13,3,1,1,1,3,"Low"
149,2,95,1,1,3,"Medium"
333,1,3,1,1,1,"Medium"
333,2,3,1,1,1,"Medium"
38,1,4,1,4,3,"Low"
404,1,1,2,1,4,"High"
28,1,2,1,3,5,"Low"
112,1,95,1,1,3,"Medium"
